Title,Content,Timeframe,Content_Type,Image_URLs,URL
"ছেড়ে দেওয়া হয়েছে অ্যান্ড্রু মাউন্টব্যাটেন উইন্ডসরকে, তদন্ত চলবে","ছবির উৎস,
REUTERS সরকারি পদে থেকে ক্ষমতার অপব্যবহার করার সন্দেহে গ্রেফতারের পর মুক্তি দেওয়া হয়েছে সাবেক ব্রিটিশ রাজপুত্র অ্যান্ড্রু মাউন্টব্যাটেন-উইন্ডসরকে। তবে তার বিরুদ্ধে তদন্ত চলমান থাকবে। টেমস ভ্যালি পুলিশ বৃহস্পতিবার সকালে জানিয়েছে যে, তারা নরফোক থেকে ৬০ বছর বয়সী একজনকে গ্রেফতার করেছে এবং বার্কশায়ার ও নরফোকের ঠিকানাগুলোতে তল্লাশি চালাচ্ছে। অ্যান্ড্রুর গ্রেফতার প্রতিক্রিয়ায় তার রাজা তৃতীয় চার্লস বলেছেন, ""আইনকে অবশ্যই তার নিজস্ব গতিতে চলতে হবে"" এবং পুলিশকে ""পূর্ণ ও সর্বাত্মক সমর্থন ও সহযোগিতা"" দেওয়া হয়েছে। অ্যান্ড্রু রাজা চার্লসের ছোট ভাই। পুলিশ আগে বলেছিল যে তারা যৌন অপরাধী জেফরি এপস্টিনের সঙ্গে অ্যান্ড্রুর সম্পর্কের অভিযোগ তদন্তের কথা বিবেচনা করছে এবং গোপন তথ্য লেনদেনের অভিযোগ পর্যালোচনা করছে। সম্প্রতি মার্কিন সরকার জেফরি এপস্টিনের যেসব ফাইল প্রকাশ করেছে তার একটি অংশে তার সঙ্গে অ্যান্ড্রুর যোগাযোগের বিষয়টি সামনে এসেছে। বৃহস্পতিবার সন্ধ্যায় এক বিবৃতিতে, টেমস ভ্যালি পুলিশ নিশ্চিত করেছে যে ""তদন্তের অধীনে ওই ব্যক্তিকে ছেড়ে দেওয়া হয়েছে""। নরফোকে তাদের তল্লাশিও শেষ হয়েছে বলে জানানো হয়েছে। আইলসহ্যাম থানা থেকে বেরিয়ে যাওয়ার সময় সাবেক রাজপুত্র অ্যান্ড্রুকে গাড়ির পেছনের সিটে বসে থাকতে দেখা গেছে। End of সর্বাধিক পঠিত বিবিসি বাংলার সর্বশেষ খবর ও বিশ্লেষণ এখন সরাসরি আপনার ফোনে। ফলো করুন, নোটিফিকেশন অন রাখুন বিবিসি বাংলার সাথে থাকার জন্য ধন্যবাদ বিবিসি বাংলার হোয়াটসঅ্যাপ চ্যানেল এই প্রথম অ্যান্ড্রুকে গ্রেফতার করা হলো। যদিও কোনো অন্যায় কাজ করার বিষয়টি ধারাবাহিকভাবে অস্বীকার করে আসছেন তিনি। টেমস ভ্যালি পুলিশ জানিয়েছে যে, 'বিস্তারিত পর্যালোচনা' করার পর এখন একটি আনুষ্ঠানিক তদন্ত শুরু হয়েছে। ফেব্রুয়ারির শুরুতে দাবি করার হয়েছিল যে, একটি পৃথক অভিযোগের তদন্ত করা হচ্ছে যেখানে ২০১০ সালে এপস্টিন আরেকজন নারীকে অ্যান্ড্রুর সাথে যৌন সম্পর্কের জন্য যুক্তরাজ্যে পাঠিয়েছিলেন। ওই নারীর বয়স তখন ২০ এর কোটায় ছিল এবং তিনি ব্রিটিশ নাগরিক ছিলেন না বলেও দাবি করা হয়। বিবিসি নিউজ বুঝতে পেরেছে যে অ্যান্ড্রু মাউন্টব্যাটেন-উইন্ডসরকে গ্রেফতারের আগে টেমস ভ্যালি পুলিশ দেশটির হোম অফিসের সাথে যোগাযোগ করে আগাম বার্তা দিয়েছিল। বৃহস্পতিবার স্থানীয় সময় সকাল ৮টায় স্যান্ড্রিংহামে এই গ্রেফতার ঘটনাটি যৌন অপরাধের কোনো অভিযোগের সাথে সম্পর্কিত ছিল না। ব্রিটেনের রাজার নরফোক এস্টেটের বাইরে, যেখানে প্রাক্তন রাজপুত্র বার্কশায়ারের উইন্ডসরের বাড়ি ছেড়ে যাওয়ার পর থেকে বসবাস করছেন, সেখানেই চিহ্নহীন কিছু গাড়িকে পুলিশের যান বলে মনে করা হয়। এছাড়া বিবিসি জানতে পেরেছে যে, উইন্ডসর গ্রেট পার্কে অ্যান্ড্রুর পুরনো বাড়ি- রয়েল লজ এ তল্লাশি চালিয়েছে পুলিশ। সেখানে গেটের বাইরে বেশ কয়েকজন ইউনিফর্ম পরা অফিসারকে দেখা গেছে। End of বিবিসি বাংলায় আরো পড়তে পারেন: ছবির উৎস,
PA MEDIA 'জাতীয় নির্দেশিকা অনুসারে' গ্রেফতারকৃত ব্যক্তির নাম প্রকাশ না করার কথা জানায় টেমস ভ্যালি পুলিশ। এছাড়া মামলা চলমান থাকায় আদালত অবমাননার বিষয়েও সবাইকে সতর্ক করেছে তারা। সহকারী চিফ কনস্টেবল অলিভার রাইট জানিয়েছেন, ""এই ঘটনা নিয়ে মানুষের মধ্যে ব্যাপক আগ্রহ রয়েছে এটি আমরা বুঝতে পারছি এবং আমরা উপযুক্ত সময়েই নতুন তথ্য সবাইকে জানাবো।"" ইয়র্কের সাবেক ডিউক অ্যান্ড্রু ২০০১ থেকে ২০১১ সাল পর্যন্ত যুক্তরাজ্যের বাণিজ্য দূত হিসেবে দায়িত্ব পালন করেছেন, বিশ্বব্যাপী ভ্রমণ করেছেন। ওই সময় বিশ্বজুড়ে ঊর্ধ্বতন সরকারি ও ব্যবসায়িক যোগাযোগের সুযোগও পেয়েছিলেন তিনি। মনে করা হচ্ছে, ২০১০ সালে ভিয়েতনাম, সিঙ্গাপুর এবং চীন সফরের সরকারি প্রতিবেদন এপস্টিনের কাছে পাঠিয়েছিলেন অ্যান্ড্রু। প্রকাশিত নথি অনুসারে, আফগানিস্তানে সোনা ও ইউরেনিয়ামে বিনিয়োগের সুযোগ সম্পর্কে তথ্য এপস্টিনের কাছে পাঠিয়েছিলেন অ্যান্ড্রু। সরকারি নির্দেশনায়, বাণিজ্য দূতদের সরকারি সফর সম্পর্কে সংবেদনশীল, বাণিজ্যিক বা রাজনৈতিক তথ্যের গোপনীয়তা বজায় রাখার বিষয়ে উল্লেখ রয়েছে। রাজা চার্লস বলেছেন যে তিনি তার ভাইয়ের গ্রেফতারের খবরটি ""গভীর উদ্বেগের"" সাথে জেনেছেন। ""এখন যা হবে তা হলো পূর্ণাঙ্গ, ন্যায্য এবং যথাযথ ব্যবস্থা। বিষয়টি সঠিক পদ্ধতিতে এবং যথাযথ কর্তৃপক্ষ দ্বারা তদন্ত করা হবে,"" তিনি এক বিবৃতিতে বলেছেন। ""আমি স্পষ্ট করে বলতে চাই, আইনকে তার নিজস্ব গতিতে চলতে হবে,"" বলেন রাজা চার্লস। বিবিসি বুঝতে পেরেছে যে, রাজা চার্লস এর এই বক্তব্য সমর্থন করেছেন ওয়েলসের যুবরাজ এবং রাজকুমারী। এছাড়া অ্যান্ড্রুর ৬৬তম জন্মদিনে গ্রেফতারের ব্যাপারে রাজা বা বাকিংহাম প্যালেস কাউকেই আগাম সতর্ক করা হয়নি বলেই মনে হচ্ছে। এদিকে এমন নানা ঘটনা প্রবাহের মধ্যেও, রাজপরিবারের সদস্যরা তাদের স্বাভাবিক কার্যক্রম চালিয়ে যাচ্ছেন এবং নিজেদের ব্যস্ততা অব্যাহত রাখার সিদ্ধান্ত নিয়েছেন। বৃহস্পতিবার লন্ডন ফ্যাশন সপ্তাহের উদ্বোধনী অনুষ্ঠানে যোগ দিলেও নিজের ভাইয়ের গ্রেফতারের বিষয়ে সাংবাদিকদের কোনো প্রশ্নের জবাব দেননি রাজা। এপস্টিনের সাথে সম্পর্কের সূত্রে কোনো অন্যায় কাজ করার কথা সব সময় অস্বীকার করে আসছেন অ্যান্ড্রু। এমনকি জানুয়ারিতে এপস্টিন সংক্রান্ত লাখ লাখ ফাইল প্রকাশের পর, এর সাথে সম্পর্কিত সুনির্দিষ্ট অভিযোগের বিষয়ে বিবিসির প্রশ্নেরও জবাব দেননি তিনি। বিবিসি বাংলার হোয়াটসঅ্যাপ চ্যানেল ফলো করতে এখানে ক্লিক/ট্যাপ করুন ছবির উৎস,
BAV MEDIA ইতোমধ্যে যুক্তরাজ্যের সাবেক প্রধানমন্ত্রী গর্ডন ব্রাউন বিবিসিকে বলেছেন যে, তিনি এপস্টিন ফাইলস থেকে নতুন এবং অতিরিক্ত তথ্য দিয়ে যুক্তরাজ্যের পুলিশ বাহিনীর কাছে পাঁচ পৃষ্ঠার একটি চিঠি জমা দিয়েছেন। এক বিবৃতিতে ""পাচার হওয়া নারী ও মেয়েদের জন্য ন্যায়বিচার নিশ্চিত করার বিষয়ে উদ্বেগ প্রকাশ করেছিলেন"" মি. ব্রাউন। অ্যান্ড্রুর গ্রেফতারের খবরে প্রতিক্রিয়া জানিয়ে প্রয়াত ভার্জিনিয়া জিউফ্রের ভাই স্কাই রবার্টস বিবিসি নিউজনাইটকে বলেছেন যে তিনি বিশ্বাস করেন, তার বোনের অভিযোগের ""সত্যতা প্রমাণিত"" হয়েছে। সাবেক রাজপুত্র অ্যান্ড্রু এর আগে ভার্জিনিয়া জিউফ্রের অভিযোগের মুখোমুখি হয়েছিলেন, যা আদালতের বাইরে নিষ্পত্তি হয়েছিল। ওই সময় অভিযোগ উঠেছিল যে, ২০০০ সালের শুরুর দিকে এপস্টিনের ব্যক্তিগত দ্বীপ লিটল সেন্ট জেমসসহ বেশ কয়েকবার তাকে অ্যান্ড্রুর সাথে যৌন সম্পর্ক স্থাপন করতে বাধ্য করা হয়েছিল। যদিও দুজনের মধ্যে যে মীমাংসা হয়েছিল সেখানে অ্যান্ড্রুর পক্ষ থেকে কোনো অন্যায়ের কথা স্বীকার করা হয়নি। এই দফায় অ্যান্ড্রুর গ্রেফতারের বিষয়টি ভার্জিনিয়ার অভিযোগের সাথে ""সরাসরি যুক্ত নয়"" বলে স্বীকার করলেও, রবার্টস এই মুহূর্তটিকে ""বেঁচে থাকাদের জন্য বিজয়"" হিসেবেই দেখছেন। টেমস ভ্যালি পুলিশের তদন্তে সহায়তার জন্য রাজার প্রশংসা করে রবার্টস বলেন, ""আমি রাজা এবং রাজপরিবারকে বেঁচে যাওয়া ব্যক্তিদের পাশে দাঁড়ানোর জন্য ধন্যবাদ জানাই""। কারণ তিনি বলেছিলেন, নিজের বিরুদ্ধে ওঠা অভিযোগগুলো রাজ পরিবারের জন্য ""ক্ষতির কারণ"" হয়ে উঠেছে উল্লেখ করে ২০১৯ সালে রাজকীয় দায়িত্ব থেকে সরে দাঁড়ান অ্যান্ড্রু। ২০২২ সালে মার্কিন যুক্তরাষ্ট্রে তার বিরুদ্ধে একটি দেওয়ানি মামলা দায়ের হলে নিজের সামরিক উপাধি এবং রাজকীয় পৃষ্ঠপোষকতাও হারান তিনি। ২০২৫ সালের অক্টোবরে অ্যান্ড্রুর রাজকীয় উপাধি কেড়ে নেওয়া হয়, একই মাসে গিফ্রের মরণোত্তর স্মৃতিকথা প্রকাশিত হয় এবং এপস্টিনের সাথে তার সম্পর্কের বিষয়টি সামনে আসে। গ্রেফতারের প্রতিক্রিয়ায় মার্কিন প্রেসিডেন্ট ডোনাল্ড ট্রাম্প সাংবাদিকদের বলেন, ""আমি মনে করি এটা খুবই দুঃখজনক। আমার মনে হয় এটা রাজপরিবারের জন্য খুবই খারাপ।""",2026-02-20,News Article,"https://ichef.bbci.co.uk/ace/ws/400/cpsprodpb/0b65/live/cc24c370-0d67-11f1-b1f2-a50c2c5773ab.jpg.webp, https://ichef.bbci.co.uk/ace/ws/400/cpsprodpb/CA0A/production/_106822715_gettyimages-541284296.jpg.webp, https://ichef.bbci.co.uk/ace/ws/400/cpsprodpb/6fc1/live/cc932790-0d65-11f1-b1f2-a50c2c5773ab.jpg.webp, https://ichef.bbci.co.uk/ace/ws/400/cpsprodpb/f151/live/446b9720-0bf9-11f1-b7e1-afb6d0884c18.jpg.webp, https://ichef.bbci.co.uk/ace/ws/400/cpsprodpb/01e9/live/c5327070-0719-11f1-9972-d3f265c101c6.png.webp",https://www.bbc.com/bengali/articles/cde4dn8rn3ko
পত্রিকা: 'অন্তর্বর্তী সরকারের ১৩২ অধ্যাদেশ অনিশ্চয়তায়',"আজকের পত্রিকার প্রধান খবর— অন্তর্বর্তী সরকারের ১৩২ অধ্যাদেশ অনিশ্চয়তায়। এই সংবাদে বলা হয়েছে, মুহাম্মদ ইউনূসের নেতৃত্বাধীন অন্তর্বর্তী সরকার দায়িত্ব পালনের দেড় বছরে মোট ১৩২টি অধ্যাদেশ জারি করেছে। যার মধ্যে সংস্কার কার্যক্রমের অংশ হিসেবে কিছু অধ্যাদেশও রয়েছে। সংবিধান অনুযায়ী, রাষ্ট্রপতির জারি করা এসব অধ্যাদেশ জাতীয় সংসদের প্রথম অধিবেশন বসার ৩০ দিনের মধ্যে আইনে রূপান্তর করতে হবে। না হলে অধ্যাদেশগুলো স্বয়ংক্রিয়ভাবে বাতিল হয়ে যাবে। এদিকে, অন্তর্বর্তী সরকারের সংস্কার প্রক্রিয়াসহ সব কাজের সঙ্গে বিএনপি পূর্ণ একমত ছিল না। ফলে সব অধ্যাদেশ আইনে রূপান্তর হবে কি না, এ প্রশ্ন দেখা দিয়েছে। সাবেক সরকারি কর্মকর্তা ও আইনজীবীরা বলছেন, রাষ্ট্রের গুণগত সংস্কার ও জনস্বার্থমূলক অধ্যাদেশগুলোকে আইনে পরিণত করা উচিত। তবে বিএনপি নেতৃত্বাধীন সরকার কোন কোন অধ্যাদেশ আইনে পরিণত করবে, এখনকার প্রেক্ষাপট বিবেচনায় হয়তো সেই সিদ্ধান্ত নেবে। এ ক্ষেত্রে নিজেদের সংস্কারনীতি ও নির্বাচনী ইশতেহারের সঙ্গে সাংঘর্ষিক বিষয়গুলোকে সরকার স্বাভাবিকভাবে এড়িয়ে যেতে পারে বলে মনে করছেন তারা। চলমান প্রতিরক্ষা চুক্তি সম্পন্নে প্রধানমন্ত্রীর নিষ্পত্তিমূলক পদক্ষেপ প্রত্যাশা ট্রাম্পের— বণিক বার্তার প্রধান শিরোনাম এটি। End of সর্বাধিক পঠিত বিবিসি বাংলার সর্বশেষ খবর ও বিশ্লেষণ এখন সরাসরি আপনার ফোনে। ফলো করুন, নোটিফিকেশন অন রাখুন বিবিসি বাংলার সাথে থাকার জন্য ধন্যবাদ বিবিসি বাংলার হোয়াটসঅ্যাপ চ্যানেল খবরটিতে বলা হয়েছে, বাংলাদেশের নয়া প্রধানমন্ত্রী তারেক রহমানকে শুভকামনা জানিয়ে মার্কিন প্রেসিডেন্ট ডোনাল্ড ট্রাম্প গত বুধবার চিঠি দিয়েছে। বাংলাদেশের পররাষ্ট্র মন্ত্রণালয় গতকাল বৃহস্পতিবার চিঠিটি তাদের এক্স হ্যান্ডেলে শেয়ার করে। পারস্পরিক সম্মান ও অভিন্ন স্বার্থের ভিত্তিতে বাংলাদেশের সঙ্গে কাজ করতে যুক্তরাষ্ট্র আগ্রহী বলে চিঠিতে উল্লেখ করেন ডোনাল্ড ট্রাম্প। তিনি আশা প্রকাশ করেন, পারস্পরিক বাণিজ্য চুক্তি বাস্তবায়নে উদ্যোগ নেবেন বাংলাদেশের নতুন প্রধানমন্ত্রী, যা দুই দেশের কৃষক ও শ্রমজীবী মানুষের জন্য সুফল বয়ে আনবে। সেই সঙ্গে প্রতিরক্ষা চুক্তিগুলো দ্রুত সম্পন্ন করতেও তারেক রহমানের কার্যকর পদক্ষেপ প্রত্যাশা করেন বলে মার্কিন প্রেসিডেন্ট তার চিঠিতে উল্লেখ করেন। এদিকে, মার্কিন প্রেসিডেন্টের চিঠি দুই দেশের মধ্যে ইতিবাচক সম্পর্কের বার্তা দিচ্ছে বলে মনে করছেন বাংলাদেশের পররাষ্ট্র মন্ত্রণালয়সংশ্লিষ্টরা। তারা বলছেন, ট্রাম্প প্রশাসনের বিদ্যমান ব্যবসা-বাণিজ্যকে অগ্রাধিকার দেয়া পররাষ্ট্রনীতির আলোকেই বাংলাদেশের নতুন প্রধানমন্ত্রীকে চিঠি দেওয়া হয়েছে। নতুন নীতি নিয়ে ট্রাম্প বিশ্বের বিভিন্ন দেশের রাষ্ট্রপ্রধানদের সঙ্গে যে ধরনের যোগাযোগ বজায় রেখে চলেছেন, তার ধারাবাহিকতায় তিনি তারেক রহমান বরাবর চিঠিটি লিখেছেন। End of বিবিসি বাংলায় আরও পড়ুন: দ্য ডেইলি স্টারের প্রধান শিরোনাম— LDC Graduation: Government asks UN for three -year deferment; অর্থাৎ এলডিসি উত্তরণের সময় তিন বছরে পিছিয়ে দিতে জাতিসংঘকে সরকারের অনুরোধ। এই খবরে বলা হয়েছে, স্বল্পোন্নত দেশ (এলডিসি) থেকে উন্নয়নশীল দেশের কাতারে উত্তরণে বাংলাদেশের জন্য সময়সীমা নির্ধারণ করা আছে চলতি বছরের ২৪ নভেম্বর। এ নিয়ে এখন তৃতীয় ধাপে পর্যালোচনা চলছে। তবে, দেশের শীর্ষ ব্যবসায়িক সংগঠন, ব্যবসায়ী নেতা ও কিছু অর্থনীতিবিদের আহ্বান ছিল, এলডিসি উত্তরণের সময়সীমা পেছানোর। নয়া সরকার দায়িত্বগ্রহণের পর প্রথম কার্যদিবসে বাংলাদেশের এলডিসি উত্তরণের সময় তিন বছরে পিছিয়ে দেওয়ার জন্য আনুষ্ঠানিকভাবে আবেদন করেছে। সরকারের পক্ষ থেকে অর্থনৈতিক সম্পর্ক বিভাগের সচিব শাহরিয়ার কাদের সিদ্দিকী গত বুধবার জাতিসংঘের উন্নয়ন নীতি কমিটির (ইউএন সিডিপি) চেয়ারম্যান বরাবর একটি চিঠি পাঠান, যেখানে এলডিসি উত্তরণের প্রস্তুতিমূলক সময়কাল ২০২৯ সালের ২৪ নভেম্বর পর্যন্ত বাড়াতে অনুরোধ করা হয়েছে। প্রথম আলোর প্রধান খবর— এক মাসেই মশা বেড়েছে ৪০%। এই প্রতিবেদনে বলা হয়েছে, ঢাকায় মশার উপদ্রব শুধু বেড়েই চলেছে এমন নয়; বরং তা মারাত্মক মাত্রা ছুঁয়েছে। সম্প্রতি জাহাঙ্গীরনগর বিশ্ববিদ্যালয়ের প্রাণিবিদ্যা বিভাগের অধ্যাপক কবিরুল বাশারের নেতৃত্বে পরিচালিত গবেষণায় দেখা গেছে, জানুয়ারি মাসের তুলনায় চলতি ফেব্রুয়ারিতে মশার সংখ্যা ৪০ শতাংশের বেশি বেড়েছে। আর মশার ৯০ শতাংশই কিউলেক্স। মার্চে মশার পরিমাণ আরও বাড়তে পারে বলেও বিশেষজ্ঞদের ধারণা। বাংলাদেশে সাধারণত তিন প্রজাতির মশার বিস্তার দেখা যায়—কিউলেক্স, এডিস ও অ্যানোফিলিস। এর মধ্যে কিউলেক্সের বিস্তারই বেশি। কিউলেক্সের কামড়ে ফাইলেরিয়া বা গোদরোগ ও জাপানি এনসেফালাইটিস হয়। তবে এ দুটি রোগ দেশে ততটা প্রকট নয়। এডিসের কামড়ে ডেঙ্গু ও অ্যানোফিলিসের কামড়ে ম্যালেরিয়া হয়। গবেষকেরা বলছেন, তিন কারণে এবার মশার প্রকোপ বেড়েছে। প্রথমত, এবার শীতের মাত্রা কম আর স্বাভাবিকের চেয়ে একটু আগেই শীত বিদায় নিয়েছে। আবার এ বছর মশার প্রকোপ আগেই শুরু হয়েছে। দ্বিতীয়ত, নর্দমা ও জলাশয়ের দূষণ যথাযথভাবে নিয়ন্ত্রণ করা হয়নি। তৃতীয়ত, রাজধানীর দুই সিটি করপোরেশনে জনপ্রতিনিধির অভাবে মশা নিয়ন্ত্রণ কর্মসূচি এগোচ্ছে না। এছাড়া, মশা নিধনে ঢাকার দুই সিটি করপোরেনের উদ্যোগের বিষয়ে আলাদা দুইটি খবরও প্রথম পাতায় প্রকাশ করেছে পত্রিকাটি। যেখানে ঢাকা দক্ষিণ সিটি করপোরেশনের উদ্যোগের বিষয়ে বলা হয়েছে, অভিযানে মশা মরছে না, উপায় খুঁজতে কমিটি করা হয়েছে। অন্যদিকে, ঢাকা উত্তর সিটি করপোরেশনে মশা নিধন কর্মীর তালিকায় রয়েছে মৃত ব্যক্তির নাম-ও। আন্তর্জাতিক সম্পর্কে আগের চ্যালেঞ্জ অব্যাহত থাকবে— নয়া দিগন্তের প্রধান শিরোনাম এটি। এই খবরে বলা হচ্ছে, পররাষ্ট্র সম্পর্কের ক্ষেত্রে অন্তর্বর্তী সরকারের সময়ের চ্যালেঞ্জগুলো বর্তমান সরকারের সময়েও অব্যাহত থাকবে। এর মধ্যে ভারতের সাথে অন্তর্বর্তী সরকারের সম্পর্কে টানাপোড়েন ছিল। দেশটি বিএনপি সরকারের সাথে একটি কার্যকর সম্পর্ক রাখতে চায়, তেমন ইঙ্গিত পাওয়া যাচ্ছে। তবে যুক্তরাষ্ট্রের সঙ্গে বাণিজ্য চুক্তিটি ব্যবসা, বিনিয়োগ, সমরাস্ত্র সংগ্রহ প্রভৃতি ক্ষেত্রে বাংলাদেশের স্বাধীন সিদ্ধান্ত নেয়ার ক্ষমতায় সীমাবদ্ধতা আরোপ করেছে বলে ধারণা করা হচ্ছে। এটা সত্য হলে বাংলাদেশের সাথে চীনের সম্পর্কে নেতিবাচক প্রভাব পড়বে। আন্তর্জাতিক ক্ষেত্রে নতুন সরকারের সামনে চ্যালেঞ্জ এবং তা সুরাহার উপায়গুলো নিয়ে আলাপকালে বিশেষজ্ঞরা এমন অভিমত ব্যক্ত করেছেন। সমকালের প্রধান শিরোনাম— ইশতেহার ধরে ১৮০ দিনের পরিকল্পনা তৈরির কাজ শুরু। এই খবরে বলা হয়েছে, সরকারের প্রথম ১৮০ দিনের কর্মপরিকল্পনা তৈরির কাজ শুরু করেছে সংশ্লিষ্ট মন্ত্রণালয়গুলো। বিএনপির নির্বাচনী ইশতেহারকে প্রাধান্য দিয়ে শাসনব্যবস্থা পুনর্গঠন, বিচার বিভাগের স্বাধীনতা, প্রশাসনের বিকেন্দ্রীকরণ, দুর্নীতিবিরোধী কাঠামো শক্তিশালীকরণ, বাকস্বাধীনতা, অর্থনীতি পুনরুদ্ধারের মতো বিষয়কে গুরুত্ব দেওয়া হচ্ছে। পাশাপাশি সরকারের স্বল্প, মধ্য ও দীর্ঘমেয়াদি পরিকল্পনা নিয়েও কাজ শুরু হয়েছে। মন্ত্রীরা খুব শিগগিরই তাদের কর্মপরিকল্পনা প্রধানমন্ত্রীর কাছে উপস্থাপন করবেন। এরপর পরবর্তী পদক্ষেপ নেওয়া হবে। ঈদের আগেই ফ্যামিলি কার্ড— দেশ রূপান্তরের প্রধান শিরোনাম এটি। এই প্রতিবেদনে বলা হয়েছে, ঈদুল ফিতরের আগেই পরীক্ষামূলকভাবে 'ফ্যামিলি কার্ড' চালু করার নির্দেশ দিয়েছেন প্রধানমন্ত্রী তারেক রহমান। গতকাল বৃহস্পতিবার দুপুরে সচিবালয়ে আন্তঃমন্ত্রণালয় বৈঠকে এ সিদ্ধান্ত হয়েছে। এই প্রক্রিয়া বাস্তবায়নে অর্থমন্ত্রীর নেতৃত্বে ১৫ সদস্যের একটি মন্ত্রিসভা কমিটি করা হয়েছে। এই কমিটি প্রাথমিক পর্যায়ে দেশের আট বিভাগের প্রতিটির একটি উপজেলায় ফ্যামিলি কার্ড বিতরণ করার লক্ষ্যে আগামী ২৪ ফেব্রুয়ারির মধ্যে প্রাথমিক প্রতিবেদন প্রণয়ন করবে। এছাড়া, শিগগিরই রাজধানী ঢাকাসহ সারাদেশে একযোগে খাল খন কর্মসূচি শুরু করার সিদ্ধান্তও হয়েছে। End of বিবিসি বাংলার আরও সংবাদ: নিউ এইজের প্রধান শিরোনাম— Poor language skills affect higher edn, job; অর্থাৎ ভাষা দক্ষতায় ঘাটতির প্রভাব পড়ছে উচ্চশিক্ষা, চাকরিতে। এই খবরে বলা হয়েছে, বাংলাদেশে শিক্ষাব্যবস্থায় প্রাথমিক থেকে উচ্চমাধ্যমিক পর্যায় পর্যন্ত দুইটি বিষয় বাংলা ও ইংরেজি আবশ্যিক। ১২ বছরের এই শিক্ষাজীবনেও শিক্ষার্থীরা দুই ভাষাতেই কাঙ্ক্ষিত দক্ষতা অর্জন করতে পারছে না। এমনকি, তাদেরকে শিক্ষা জীবনের শেষের দিকে কিংবা পেশাগত জীবনে এসেও সামান্য ভুল করতে-ও দেখা যায়। এর মধ্যে অনেক চাকরিপ্রার্থী ইংরেজি বলতে না পারা অথবা সঠিকভাবে ইংরেজি লিখতে না পারার কারণে প্রত্যাখ্যাত হন। যার ফলে অন্যান্য দেশ থেকে কর্মী নিয়োগ করা হচ্ছে। মূলত, দক্ষ শিক্ষকের অভাব, প্রাসঙ্গিক শিক্ষা পরিকল্পনা ও নীতি এবং ত্রুটিপূর্ণ শিখন প্রক্রিয়ার কারণে শিক্ষার্থীরা এসব ভাষায় দুর্বল থাকে। বিশিষ্ট শিক্ষাবিদ ও সরকারি কর্মকর্তাদের মতে, ভাষাগত দক্ষতার অভাব বাংলাদেশের ইতিহাসে একটি সামাজিক-রাজনৈতিক সমস্যা, যেখানে শাসকরা সবসময় বাংলা ভাষাকে অবহেলা করেছেন। এ অবস্থায় আগামীকাল শনিবার দেশে আন্তর্জাতিক মাতৃভাষা উদযাপিত হতে যাচ্ছে। ঢাকা বিশ্ববিদ্যালয়ের ইমেরিটাস অধ্যাপক সিরাজুল ইসলাম চৌধুরী এই পরিস্থিতির জন্য যোগ্য ও উৎসাহ দেয় এমন শিক্ষকের অভাবকে দায়ী করছেন। সংবাদের দ্বিতীয় প্রধান শিরোনাম— ট্রাইব্যুনালের বিচার চলমান থাকবে: চিফ প্রসিকিউটর। এই খবরে বলা হচ্ছে, জুলাই আন্দোলনে সংঘটিত মানবতাবিরোধী অপরাধের বিচার চলা আন্তর্জাতিক অপরাধ ট্রাইব্যুনালের বিচারকাজ চলমান থাকবে বলে মন্তব্য করেছেন ট্রাইব্যুনালের চিফ প্রসিকিউটর তাজুল ইসলাম। গতকাল বৃহস্পতিবার ট্রাইব্যুনাল প্রাঙ্গনে তিনি আরও বলেছেন, আপনারা হয়তো দেখেছেন, আইনমন্ত্রী বলেছেন, ট্রাইব্যুনালের কার্যক্রম স্বাভাবিক গতিতেই চলমান থাকবে। আমরা আশা করি, ট্রাইব্যুনালের বিচারকাজ চলমান থাকবে। সরকার আমাদের সুনির্দিষ্ট কিছু না বললেও চলমান রাখার ব্যাপারে ইঙ্গিত দিয়েছেন। যতক্ষণ পর্যন্ত আমরা দায়িত্বে আছি স্বাভাবিক গতিতেই সব কর্মকাণ্ড চলমান রাখবো এবং এটাই ন্যায়বিচারের দাবি— যোগ করেন তাজুল ইসলাম।",2026-02-20,News Article,"https://ichef.bbci.co.uk/ace/ws/400/cpsprodpb/0b65/live/cc24c370-0d67-11f1-b1f2-a50c2c5773ab.jpg.webp, https://ichef.bbci.co.uk/ace/ws/400/cpsprodpb/CA0A/production/_106822715_gettyimages-541284296.jpg.webp, https://ichef.bbci.co.uk/ace/ws/400/cpsprodpb/6fc1/live/cc932790-0d65-11f1-b1f2-a50c2c5773ab.jpg.webp, https://ichef.bbci.co.uk/ace/ws/400/cpsprodpb/f151/live/446b9720-0bf9-11f1-b7e1-afb6d0884c18.jpg.webp, https://ichef.bbci.co.uk/ace/ws/400/cpsprodpb/01e9/live/c5327070-0719-11f1-9972-d3f265c101c6.png.webp",https://www.bbc.com/bengali/articles/cx2lq4qnqw7o
